ID,TITLE,LOCATION,SALARY,SUMMARY
7ce516d8645ec357,"광고기획(AE, AP) 및 디지털부문 경력사원",지투알 서울,,"자 - 데이터 분석 툴(Adobe Analytics 또는 Google Analytics) 유경험자 우대 - Python, R, SQL 역량 보유자 우대 - 데이터에 기반한 문제해결 능력 및 통계학적 지식 보유자 우대 업무내용..."
1c30b718dbd6a831,취업연계형 로봇 인공지능 전문가 양성 아카데미 교육생,한국로봇융합연구원 서울,,모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
84fd9f9deb6105b0,"웹개발, Python 외 신입/경력 계약직",쿠바로엠앤씨 서울 강서구,,"주식회사 쿠바로엠앤씨 웹개발, Python 외 신입/경력 계약직 채용 모집... 게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신..."
4cdfac841bdfb456,[국내 최고회사] Back-End 개발자,인코리아 프로페셔널 성남 분당구,,로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>NoSQL|인터넷·IT·통신·모바일·게임>데이터베이스...
2a2dc455b45f0918,연구소 개발부문 연구원 직원 (회로설계/하드웨어설계/머신비전/이미지프로세...,모든 경기도 광명,"연봉 42,000,000원 - 46,000,000원","그래밍 가능자 우대 S/W 설계 부문 : - OPEN CV, TENSORFLOW, YOLO, CUDA/ Python, C++, C WindowsGUL APL, MFC Lib 활용 가능자. 머신비전/ 영상처리 개발자 * 전기..."
24cef6ba77c21e85,소프트웨어 엔지니어 경력직 - (주)노바,노바 경기도 안성,,"[직무내용] C, C++, C#, Python , 임베이드 활용한 회로설계 및 제어 프로그램 (자율주행 및 AI) [근무시간 및 형태] 주 5일 근무 (오전) 9시 00분~(오후) 6시 00분 주소정근로시간 : 40시간..."
2cfd15907402c5cc,DGIST 제2차 계약직 연구원 채용공고,대구경북과학기술원 대구 현풍면,,천원 이내 수행 내용 Machine learning (Deep learning) 알고리즘 개발 Python/Tensorflow 프로그래밍 Matlab/simulink 모의실험 자율주행 자동차 혹은 전문 서비...
c39d18040425ef53,PostgreSQL 운영 및 데이터베이스 관리자 모집,카카오 4.0 성남 판교역,,"청하고 잘 이해하는 분 Database 운영 유경험자 ( PostgreSQL 운영 경험이 있으신 분 우대) python, go, bash 등 개발 경험이 있는 분 우대 클라우드 환경의 DB시스템 구축 및 운영 경험이 있는 분..."
c08c3a30bbe8dea0,배달로봇 dilly 로봇 소프트웨어 개발자(자율주행) (5년이상),우아한 형제들 서울 송파구,,"ROS2) 기반의 이동로봇 개발 경험이 있는 분 - 컴퓨터 비전, 머신러닝 경험이 있는 분 - C/C++, Python 활용이 가능한 분 - 영어문서작성 및 회화 능력을 갖춘 분 - 다양한 직군과의 원활한 협업 및 의사소통..."
af5683389907a8c9,백엔드 개발자 (경력),크로스앵글 서울 역삼동,,"데이터 관리 (Auth0) - 블록체인 지갑 인증 (Ethereum, EOS) [자격요건] - 백엔드 & Python 실무 개발경험 3년 이상 혹은 그에 준하는 능력을 갖고 있으신 분 - 새로운 기술에 대해 호기심을 갖고..."
ad3dfd853ea7ef40,Credit Risk 모델러,Toss 서울 강남구,,"에 대한 폭넓은 이해와 분석적 능력을 보유하신 분 - SAS, SQL, KnowlegeSEEKER, Python, R 등 Tool사용 가능하신 분 - 원활한 커뮤니케이션 가능하신 분 # 우대 사항 - 바젤 및 IFRS9관련..."
da280e20451ce755,Integration Engineer,스트라드비젼 서울 강남구,"연봉 40,000,000원 - 50,000,000원","algorithm • (Preferred) Experience of variant script language ( Python, Shell) • (Preferred) Experience of Linux build system..."
2bafb73f26c69508,[TmaxBI/기술] 빅데이터 플랫폼 QA,티맥스소프트 성남 분당구,,"갖춘자 - ERP/CRM 역량 보유자 - 데이터분석/모델링 역량 보유자 우대사항 - 보유기술: Java, python, RDB, NoSQL, OS(linux), Selenium, docker, Kubernetis - 자격사항..."
68b91ae2f6c66fa3,[뉴플랫폼기술] 클라우드 개발자 - Kubernetes,한국카카오은행 성남 분당구,,"운영 경험이 1년 이상인 분 · Cloud 환경에서 서비스 구축 및 운영 경험이 있는 분 · Golang, Python, NodeJS, Java 중 하나이상 프로그래밍 언어에 익숙한 분 우대사항 · 서비스 설계 단계부터 참여..."
35f0a25dee5f3312,딥러닝 알고리즘 및 응용 Engineer,딥엑스 성남 분당구,"연봉 40,000,000원 - 100,000,000원",모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
46dd50affe6c4d8d,딥러닝 MLOps 백엔드 개발자,써로마인드로보틱스 서울 관악구,"연봉 40,000,000원 - 50,000,000원",통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터...
02f450f1246c5489,[서울지사][던파모바일2D] 서버 빌드 담당자,네오플 서울 강남구,,"C/C++ 사용이 능숙하신 분 우대사항 - DevOps 관련 경험 - 하나 이상의 스크립트 언어 ( Python, PowerShell, Bash, Groovy… )에 능숙하신 분 - Windows/Linux 서버 운영체제에..."
beaf31828719882c,[공통기술부문] AI / ML 엔지니어 (3년 이상),우아한 형제들 서울 송파구,,"및 수정할 수 있는 분 - 3년 이상의 실무 경험, 1개 이상의 숙련된 프로그래밍 언어 활용 능력(ex. Python, C++ 등)을 가진 분 - 원천 데이터를 탐색, 검증, 취합하는 단계부터 모델의 구현, 학습, 배포까지..."
0ff2c43b1e2621a5,PharmCADD 2021년 상반기 R&D센터 연구원 공개,팜캐드 서울 강남구,,통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터...
489f19028e8a723b,통합인터페이스 백엔드 서버 개발,Nexon 성남 분당구,,"게임 빅데이터 실시간 처리 시스템 개발 지원자격 - 백엔드 서버 개발 경력 3년 이상 - Java, Python, Javascript 중 1개 이상의 프로그래밍 경험 - HTTP API 설계 및 개발 경험 - MSA..."
752101f0d5606a10,Python 웹 개발자 - 정규직,코리아뉴스와이어 서울 중구,,지원자격 경력 경력 (4년이상) 학력 학력무관 성별 무관 기타 담당업무 Python 웹 개발자 채용 - 정규직 커리어 양식 지원 상세모집요강 접수기간/방법 시작일 2021.3.19 (금) 마감일 2021.5.1 (토...
73f619e964a56a10,[전문연구요원] ML/DL 연구원 및 SW 개발자,뷰노코리아 서울 서초구,,"Python, Javascript, Go, Java, C++, C# 중 최소 1개 이상의 언어에 익숙하신 분 - (우대) Python/Flask로... 그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머> Python..."
56add096e14a7879,AI 연구 및 개발 직군 모집,넷마블 서울 구로구,,"웹 서비스 구축 등 자격요건 - Python 에 능숙하고 C/C++ 혹은... 위한 클라우드/ Rest-API / 웹서비스 구축 등 자격요건 - Python에 능숙하고 C/C++ , C#등 언어에 대한 활용능력 - 딥러닝 프레..."
3b92a246b4535cd9,Senior Support Engineer (APAC),Dataiku 서울,,other database or BI technologies) Hands-on experience with Python... RWorking knowledge of various cloud technologies...
3d678bf37ef6b4a4,게임 서버 프로그래밍,Nexon 성남 분당구,,"실시간성이 필요한 로직 및 ML 알고리즘을 실행 하는 서버 개발 지원자격 - 한 가지 이상의 개발 언어( Python, C++, C#, Go 등)에 숙련된 프로그래밍 능력 - RESTful API 및 TCP/UDP 서버..."
ad07d6a330fb619a,NHN Cloud 운영 및 기술지원,NHN 4.4 성남 판교역,,"Linux, Microsoft Solutions 등) - 2년 이상의 개발 경험 (Java, Python 등) - 기술 문서 작성 및 가이드 경험이 풍부한 자 - 대외 고객 기술 지원 경험 - Windows..."
ce26ac3b06ac1896,DBM/CRM분석 담당자 채용,SK엠앤서비스 서울 저동2가,,"추출 역량 - Web/App. Log Data 분석 역량 - SQL, R, Python을 이용한 데이터 분석 역량(SQL필수, R/ Python 선택적) - Excel 활용 및 Data Handling 역량 - 마케팅..."
4ef945d1fd652c61,반도체 디자인 검증 엔지니어,10년 연혁의 팹리스기업 서울 강남구,,"버깅 능력 - 디지털 회로 설계에 대한 지식 - 객체지향 프로그래밍(OOP)에 대한 이해 - C/C++, python, perl, tcl등 프로그래밍 언어에 대한 이해 • 참고사항 - 근무시간 : 주5일, 업무시간 flex..."
ece079bcd403aebc,리거,프락시스스튜디오 서울 마포구,"연봉 22,000,000원 - 24,000,000원","적으로 파악하여 효율적으로 리깅 가능하신 분 - 캐릭터 애니메이션에 대한 이해가 있으신 분 - C++,Mel, Python 등 프로그래밍 언어 사용에 능하신분 *우대사항 - 머슬 ,헤어, 옷 등 시뮬레이션도 가능하신분 - 제작..."
86940003c157ab95,[정보보안] 보안기반 분석 개발 담당자 모집,엔씨소프트 2.7 성남 판교역,,"이기종 보안시스템의 운영업무 자동화 개발 지원자격 학력 : 무관 경력기간 : 2년 ~ 10년 필수조건 - Python 프로그래밍 언어로 개발이 가능하며, 오픈소스를 활용한 개발이 가능한 분 - 보안솔루션의 동작 원리와 연동..."
ea092b3fafb8c17f,Data Engineer,Toss 서울 강남구,,"및 활용 경험이 있는 분 - 데이터플랫폼 관리 및 운영도구 개발을 위한 프로그램 능력을(Java, Python) 갖춘 분 # 우대 사항 - 하둡 에코시스템을 서비스에 맞게 재구성하거나 개선한 경험이 있는 분 - Machine..."
5427e21e463b7e42,[TmaxTibero/기술] DBMS 제품 QA 신입 및 경력,티맥스소프트 성남 분당구,,"스트 시나리오 기획/작성, 테스트 및 관리 - 품질관리 시스템 개발 및 유지보수 자격요건 - Java/C/ Python 초급 개발자/경험자 - Unix/Linux 엔지니어 경험자 - IT 관련 학과 4년 대졸자 또는 졸업 예정..."
cae2de07045cfb2b,"Java, Python 영상툴 개발자",에이아이메이커 서울 마곡동,,원하면 가능) 담당업무 - 영상 라벨링 Tool 개발 - Tool 정확성 개선 자격요건 - Java - Python 우대사항 - 관련 개발 경력 - 툴개발 경력 근무조건 - 월~금 AM9:30 ~ PM18:30 복지...
9a0695002b7ffb96,[청년디지털일자리] 파이썬(Excel 활용) 업무 전자 부품 등록/관리,성호전자 서울 금천구,,대학 마지막 학기 졸업예정자이면서(고교생은 교육과정 종료시) 바로 근무 가능한 경우는 가능) 인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>전산·IT기술지원>IT기술지원
e77aa802761fd34d,혁신성장 클라우드 아카데미 4기 교육생,한국클라우드컴퓨팅연구조합 서울,,로그래머>가상현실(VR)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>ASP|인터넷·IT·통신... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임...
f375e3eb26811194,장외파생부-채권운용 경력직 (~3/31),비엔케이투자증권 대한민국,,"우대조건 - 금융공학관련 특기자 우대 - 수학/통계/금융공학 관련 전공자로 데이터분석 경험자 우대 - C++, Python, VBA, DB 등 프로그래밍 가능자 우대 5. 모집조건 - 근무형태: 계약직 - 급여: 협의 6..."
07c39ed82823d47f,데이터분석가 신입/경력 정규직,에이아이더뉴트리진서울사무소 서울 강남구,,tensorflow|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>자연어처리|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석
